"","species","entrez_id","pathway_id","pathway_name","gene_symbol"
"463","hsa","259292","path:hsa04742","Taste transduction","TAS2R46"
"464","hsa","259293","path:hsa04742","Taste transduction","TAS2R30"
"465","hsa","259294","path:hsa04742","Taste transduction","TAS2R19"
"466","hsa","259295","path:hsa04742","Taste transduction","TAS2R20"
"467","hsa","259296","path:hsa04742","Taste transduction","TAS2R50"
"468","hsa","2784","path:hsa04742","Taste transduction","GNB3"
"469","hsa","285242","path:hsa04742","Taste transduction","HTR3E"
"470","hsa","2911","path:hsa04742","Taste transduction","GRM1"
"471","hsa","2914","path:hsa04742","Taste transduction","GRM4"
"472","hsa","29850","path:hsa04742","Taste transduction","TRPM5"
"473","hsa","3350","path:hsa04742","Taste transduction","HTR1A"
"474","hsa","3351","path:hsa04742","Taste transduction","HTR1B"
"475","hsa","3352","path:hsa04742","Taste transduction","HTR1D"
"476","hsa","3354","path:hsa04742","Taste transduction","HTR1E"
"477","hsa","3355","path:hsa04742","Taste transduction","HTR1F"
"478","hsa","3359","path:hsa04742","Taste transduction","HTR3A"
"479","hsa","338398","path:hsa04742","Taste transduction","TAS2R60"
"480","hsa","342372","path:hsa04742","Taste transduction","PKD1L3"
"481","hsa","346562","path:hsa04742","Taste transduction","GNAT3"
"482","hsa","353164","path:hsa04742","Taste transduction","TAS2R42"
"483","hsa","3710","path:hsa04742","Taste transduction","ITPR3"
"484","hsa","40","path:hsa04742","Taste transduction","ASIC2"
"485","hsa","5024","path:hsa04742","Taste transduction","P2RX3"
"486","hsa","5028","path:hsa04742","Taste transduction","P2RY1"
"487","hsa","5030","path:hsa04742","Taste transduction","P2RY4"
"488","hsa","50831","path:hsa04742","Taste transduction","TAS2R3"
"489","hsa","50832","path:hsa04742","Taste transduction","TAS2R4"
"490","hsa","50833","path:hsa04742","Taste transduction","TAS2R16"
"491","hsa","50834","path:hsa04742","Taste transduction","TAS2R1"
"492","hsa","50835","path:hsa04742","Taste transduction","TAS2R9"
"493","hsa","50836","path:hsa04742","Taste transduction","TAS2R8"
"494","hsa","50837","path:hsa04742","Taste transduction","TAS2R7"
"495","hsa","50838","path:hsa04742","Taste transduction","TAS2R13"
"496","hsa","50839","path:hsa04742","Taste transduction","TAS2R10"
"497","hsa","50840","path:hsa04742","Taste transduction","TAS2R14"
"498","hsa","5136","path:hsa04742","Taste transduction","PDE1A"
"499","hsa","5137","path:hsa04742","Taste transduction","PDE1C"
"500","hsa","5153","path:hsa04742","Taste transduction","PDE1B"
"501","hsa","51764","path:hsa04742","Taste transduction","GNG13"
"502","hsa","5330","path:hsa04742","Taste transduction","PLCB2"
"503","hsa","5331","path:hsa04742","Taste transduction","PLCB3"
"504","hsa","5332","path:hsa04742","Taste transduction","PLCB4"
"505","hsa","54429","path:hsa04742","Taste transduction","TAS2R5"
"506","hsa","5566","path:hsa04742","Taste transduction","PRKACA"
"507","hsa","5567","path:hsa04742","Taste transduction","PRKACB"
"508","hsa","5568","path:hsa04742","Taste transduction","PRKACG"
"509","hsa","5726","path:hsa04742","Taste transduction","TAS2R38"
"510","hsa","6326","path:hsa04742","Taste transduction","SCN2A"
"511","hsa","6328","path:hsa04742","Taste transduction","SCN3A"
"512","hsa","6335","path:hsa04742","Taste transduction","SCN9A"
"513","hsa","6337","path:hsa04742","Taste transduction","SCNN1A"
"514","hsa","6338","path:hsa04742","Taste transduction","SCNN1B"
"515","hsa","6340","path:hsa04742","Taste transduction","SCNN1G"
"516","hsa","773","path:hsa04742","Taste transduction","CACNA1A"
"517","hsa","775","path:hsa04742","Taste transduction","CACNA1C"
"518","hsa","80834","path:hsa04742","Taste transduction","TAS1R2"
"519","hsa","80835","path:hsa04742","Taste transduction","TAS1R1"
"520","hsa","83756","path:hsa04742","Taste transduction","TAS1R3"
"521","hsa","8645","path:hsa04742","Taste transduction","KCNK5"
"522","hsa","9033","path:hsa04742","Taste transduction","PKD2L1"
"523","hsa","9177","path:hsa04742","Taste transduction","HTR3B"
"524","hsa","954","path:hsa04742","Taste transduction","ENTPD2"
"525","hsa","9568","path:hsa04742","Taste transduction","GABBR2"
"526","hsa","118142757","path:hsa04744","Phototransduction","GUCA1ANB-GUCA1A"
"527","hsa","1258","path:hsa04744","Phototransduction","CNGB1"
"528","hsa","1259","path:hsa04744","Phototransduction","CNGA1"
"529","hsa","131890","path:hsa04744","Phototransduction","GRK7"
"530","hsa","163688","path:hsa04744","Phototransduction","CALML6"
"531","hsa","2779","path:hsa04744","Phototransduction","GNAT1"
"532","hsa","2780","path:hsa04744","Phototransduction","GNAT2"
"533","hsa","2782","path:hsa04744","Phototransduction","GNB1"
"534","hsa","2792","path:hsa04744","Phototransduction","GNGT1"
"535","hsa","2978","path:hsa04744","Phototransduction","GUCA1A"
"536","hsa","2979","path:hsa04744","Phototransduction","GUCA1B"
"537","hsa","2986","path:hsa04744","Phototransduction","GUCY2F"
"538","hsa","3000","path:hsa04744","Phototransduction","GUCY2D"
"539","hsa","5145","path:hsa04744","Phototransduction","PDE6A"
"540","hsa","5148","path:hsa04744","Phototransduction","PDE6G"
"541","hsa","5158","path:hsa04744","Phototransduction","PDE6B"
"542","hsa","51806","path:hsa04744","Phototransduction","CALML5"
"543","hsa","5957","path:hsa04744","Phototransduction","RCVRN"
"544","hsa","6010","path:hsa04744","Phototransduction","RHO"
"545","hsa","6011","path:hsa04744","Phototransduction","GRK1"
"546","hsa","6295","path:hsa04744","Phototransduction","SAG"
"547","hsa","801","path:hsa04744","Phototransduction","CALM1"
"548","hsa","805","path:hsa04744","Phototransduction","CALM2"
"549","hsa","808","path:hsa04744","Phototransduction","CALM3"
"550","hsa","810","path:hsa04744","Phototransduction","CALML3"
"551","hsa","8787","path:hsa04744","Phototransduction","RGS9"
"552","hsa","91860","path:hsa04744","Phototransduction","CALML4"
"553","hsa","9187","path:hsa04744","Phototransduction","SLC24A1"
"554","hsa","9626","path:hsa04744","Phototransduction","GUCA1C"
